Date,Close
,MRF.NS
2016-11-07,50299.58203125
2016-11-08,51484.37890625
2016-11-09,51602.94921875
2016-11-10,52937.2578125
2016-11-11,52008.859375
2016-11-15,49566.93359375
2016-11-16,50002.328125
2016-11-17,49338.02734375
2016-11-18,48550.234375
2016-11-21,46168.1015625
2016-11-22,46439.984375
2016-11-23,47000.4140625
2016-11-24,46704.64453125
2016-11-25,46759.78515625
2016-11-28,47060.05859375
2016-11-29,48588.265625
2016-11-30,49360.984375
2016-12-01,48355.16796875
2016-12-02,48313.92578125
2016-12-05,49924.03515625
2016-12-06,49761.21484375
2016-12-07,49606.01171875
2016-12-08,50861.04296875
2016-12-09,52460.51953125
2016-12-12,51670.6484375
2016-12-13,51857.8046875
2016-12-14,52189.6875
2016-12-15,52044.9765625
2016-12-16,51591.21484375
2016-12-19,51004.484375
2016-12-20,49286.99609375
2016-12-21,48327.31640625
2016-12-22,47713.5234375
2016-12-23,48467.1484375
2016-12-26,47797.40625
2016-12-27,48166.875
2016-12-28,47962.10546875
2016-12-29,48365.5546875
2016-12-30,48377.2734375
2017-01-02,48554.09375
2017-01-03,49847.0234375
2017-01-04,49841.73046875
2017-01-05,51151.96875
2017-01-06,51021.9453125
2017-01-09,50794.37109375
2017-01-10,52452.1796875
2017-01-11,54801.45703125
2017-01-12,54417.2578125
2017-01-13,52783.1015625
2017-01-16,52518.4453125
2017-01-17,53098.8515625
2017-01-18,52434.21875
2017-01-19,51430.4765625
2017-01-20,51110.671875
2017-01-23,51786.08203125
2017-01-24,51899.55078125
2017-01-25,52493.36328125
2017-01-27,52762.921875
2017-01-30,51368.83984375
2017-01-31,51101.36328125
2017-02-01,52016.97265625
2017-02-02,51033.51953125
2017-02-03,50507.79296875
2017-02-06,49697.25390625
2017-02-07,49889.86328125
2017-02-08,51046.9140625
2017-02-09,51127.28515625
2017-02-10,50916.23828125
2017-02-13,50278.1015625
2017-02-14,49655.80859375
2017-02-15,49459.8984375
2017-02-16,49994.98828125
2017-02-17,49563.8203125
2017-02-20,49873.01171875
2017-02-21,49656.0078125
2017-02-22,49233.05859375
2017-02-23,50945.66796875
2017-02-27,50884.42578125
2017-02-28,51278.0546875
2017-03-01,52251.828125
2017-03-02,51393.34375
2017-03-03,51513.29296875
2017-03-06,51812.734375
2017-03-07,51607.32421875
2017-03-08,50974.09765625
2017-03-09,51472.2421875
2017-03-10,51659.16015625
2017-03-14,52414.546875
2017-03-15,56225.84765625
2017-03-16,55819.21875
2017-03-17,54832.24609375
2017-03-20,55417.38671875
2017-03-21,57421.42578125
2017-03-22,57227.57421875
2017-03-23,58867.66015625
2017-03-24,58671.4921875
2017-03-27,59244.9609375
2017-03-28,57688.71484375
2017-03-29,58938.2421875
2017-03-30,59180.80078125
2017-03-31,60299.44921875
2017-04-03,60338.14453125
2017-04-05,60033.34765625
2017-04-06,60448.24609375
2017-04-07,60380.27734375
2017-04-10,60114.46484375
2017-04-11,61396.4921875
2017-04-12,59876.70703125
2017-04-13,59915.72265625
2017-04-17,61282.875
2017-04-18,61923.4609375
2017-04-19,62411.3125
2017-04-20,62818.4453125
2017-04-21,62603.67578125
2017-04-24,63307.67578125
2017-04-25,65850.9453125
2017-04-26,68110.6953125
2017-04-27,67759.5703125
2017-04-28,67179.4609375
2017-05-02,67637.8515625
2017-05-03,67902.34375
2017-05-04,66302.34375
2017-05-05,67403.7890625
2017-05-08,66907.328125
2017-05-09,65966.484375
2017-05-10,65228.1640625
2017-05-11,65346.15234375
2017-05-12,64751.79296875
2017-05-15,65116.0859375
2017-05-16,65383.140625
2017-05-17,67323.4140625
2017-05-18,66240.859375
2017-05-19,65168.765625
2017-05-22,63563.60546875
2017-05-23,63288.67578125
2017-05-24,61847.88671875
2017-05-25,63134.22265625
2017-05-26,64699.01953125
2017-05-29,64240.1484375
2017-05-30,64695.35546875
2017-05-31,64854.62109375
2017-06-01,67484.2578125
2017-06-02,66988.3203125
2017-06-05,67599.96875
2017-06-06,68080.984375
2017-06-07,68244.65625
2017-06-08,70365.3203125
2017-06-09,72117.875
2017-06-12,72543.59375
2017-06-13,71591.6640625
2017-06-14,70338.1171875
2017-06-15,72064.65625
2017-06-16,71204.65625
2017-06-19,70989.1015625
2017-06-20,70886.203125
2017-06-21,70938.5390625
2017-06-22,70213.203125
2017-06-23,69184.2890625
2017-06-27,67848.5546875
2017-06-28,68175.2578125
2017-06-29,67901.40625
2017-06-30,67591.6953125
2017-07-03,70098.0625
2017-07-04,69594.3203125
2017-07-05,69848.6640625
2017-07-06,69515.5625
2017-07-07,69059.15625
2017-07-10,68852.34375
2017-07-11,68377.3203125
2017-07-12,69224.6484375
2017-07-13,68913.484375
2017-07-14,68769.265625
2017-07-17,69319.7421875
2017-07-18,69179.015625
2017-07-19,69466.9296875
2017-07-20,68415.9140625
2017-07-21,68138.3125
2017-07-24,68168.4296875
2017-07-25,69578.515625
2017-07-26,69237.7734375
2017-07-27,68020.6875
2017-07-28,68429.7578125
2017-07-31,68508.015625
2017-08-01,68700.4296875
2017-08-02,70103.578125
2017-08-03,68460.1484375
2017-08-04,65698.7734375
2017-08-07,67144.203125
2017-08-08,66056.234375
2017-08-09,65288.66796875
2017-08-10,63460.8515625
2017-08-11,63283.94140625
2017-08-14,63134.09375
2017-08-16,65126.359375
2017-08-17,63840.828125
2017-08-18,63048.46875
2017-08-21,62786.75390625
2017-08-22,61931.27734375
2017-08-23,62178.9296875
2017-08-24,62420.34765625
2017-08-28,62184.13671875
2017-08-29,62280.015625
2017-08-30,62316.44140625
2017-08-31,63449.875
2017-09-01,64642.109375
2017-09-04,63598.921875
2017-09-05,63928.7890625
2017-09-06,64341.2890625
2017-09-07,63786.62890625
2017-09-08,63179.83984375
2017-09-11,63806.27734375
2017-09-12,64619.27734375
2017-09-13,63692.125
2017-09-14,63203.109375
2017-09-15,63900.03515625
2017-09-18,64268.07421875
2017-09-19,63447.39453125
2017-09-20,63452.33984375
2017-09-21,62662.90234375
2017-09-22,62309.91015625
2017-09-25,62095.78125
2017-09-26,62127.69921875
2017-09-27,61130.2578125
2017-09-28,61248.84765625
2017-09-29,62376.3984375
2017-10-03,62771.5234375
2017-10-04,62400.65234375
2017-10-05,62511.23046875
2017-10-06,63779.640625
2017-10-09,64188.328125
2017-10-10,64059.32421875
2017-10-11,62804.17578125
2017-10-12,63247.86328125
2017-10-13,63034.70703125
2017-10-16,63001.1875
2017-10-17,63140.4375
2017-10-18,63034.8046875
2017-10-19,62888.42578125
2017-10-23,62856.85546875
2017-10-24,62434.94921875
2017-10-25,62459.40625
2017-10-26,62525.734375
2017-10-27,64124.57421875
2017-10-30,66112.5703125
2017-10-31,65759.4140625
2017-11-01,65343.69140625
2017-11-02,65070.79296875
2017-11-03,65819.7578125
2017-11-06,66726.640625
2017-11-07,65056.671875
2017-11-08,64512.015625
2017-11-09,64345.390625
2017-11-10,66686.671875
2017-11-13,67638.9453125
2017-11-14,66968.2421875
2017-11-15,67709.609375
2017-11-16,69034.7421875
2017-11-17,68744.2265625
2017-11-20,68033.015625
2017-11-21,69136.484375
2017-11-22,69000.171875
2017-11-23,68501.9453125
2017-11-24,68715.6484375
2017-11-27,69517.3125
2017-11-28,68905.6484375
2017-11-29,68586.671875
2017-11-30,67901.875
2017-12-01,65511.52734375
2017-12-04,65673.84375
2017-12-05,66178.4453125
2017-12-06,66206.421875
2017-12-07,66396.7265625
2017-12-08,67548.0703125
2017-12-11,67188.9765625
2017-12-12,65747.3828125
2017-12-13,65415.9375
2017-12-14,65297.31640625
2017-12-15,67030.734375
2017-12-18,68496.9921875
2017-12-19,68700.0703125
2017-12-20,68228.875
2017-12-21,70156.2890625
2017-12-22,72094.0859375
2017-12-26,73325.9296875
2017-12-27,72353.734375
2017-12-28,72767.5
2017-12-29,71637.9375
2018-01-01,71683.265625
2018-01-02,70538.015625
2018-01-03,70465.9765625
2018-01-04,70512.0390625
2018-01-05,72181.3046875
2018-01-08,71888.875
2018-01-09,72299.28125
2018-01-10,71761.125
2018-01-11,71593.2578125
2018-01-12,71255.65625
2018-01-15,70823.0625
2018-01-16,69586.0078125
2018-01-17,69720.8984375
2018-01-18,68120.6328125
2018-01-19,68468.6953125
2018-01-22,68984.796875
2018-01-23,69235.6796875
2018-01-24,68209.8046875
2018-01-25,66872.359375
2018-01-29,66241.796875
2018-01-30,67583.125
2018-01-31,67436.3828125
2018-02-01,71063.2890625
2018-02-02,68571.0546875
2018-02-05,67933.1796875
2018-02-06,67847.359375
2018-02-07,68143.4140625
2018-02-08,69473.6328125
2018-02-09,69320.9375
2018-02-12,70931.9296875
2018-02-14,71613.4140625
2018-02-15,71442.1875
2018-02-16,70458.2890625
2018-02-19,69925.0859375
2018-02-20,70124.5859375
2018-02-21,71076.6328125
2018-02-22,69413.96875
2018-02-23,71756.15625
2018-02-26,71971.4296875
2018-02-27,71946.671875
2018-02-28,72665.3125
2018-03-01,71964.3359375
2018-03-05,71608.890625
2018-03-06,70768.515625
2018-03-07,69554.0078125
2018-03-08,69509.640625
2018-03-09,70081.171875
2018-03-12,70390.6328125
2018-03-13,71007.5703125
2018-03-14,70576.2265625
2018-03-15,71028.015625
2018-03-16,69516.8203125
2018-03-19,69381.3671875
2018-03-20,68904.328125
2018-03-21,69274.046875
2018-03-22,68801.625
2018-03-23,68551.7265625
2018-03-26,69269.3828125
2018-03-27,71937.015625
2018-03-28,71795.6328125
2018-04-02,72398.8046875
2018-04-03,74755.1953125
2018-04-04,73994.59375
2018-04-05,76250.4140625
2018-04-06,76373.875
2018-04-09,76479.484375
2018-04-10,76070.765625
2018-04-11,75710.84375
2018-04-12,76845.6015625
2018-04-13,77318.5546875
2018-04-16,77594.9296875
2018-04-17,78982.203125
2018-04-18,78287.3515625
2018-04-19,78535.015625
2018-04-20,77337.0859375
2018-04-23,77189.90625
2018-04-24,77176.9921875
2018-04-25,76729.46875
2018-04-26,75751.9921875
2018-04-27,79617.4609375
2018-04-30,79142.3984375
2018-05-02,78822.9453125
2018-05-03,76265.8515625
2018-05-04,74972.140625
2018-05-07,75361.78125
2018-05-08,74997.125
2018-05-09,75267.4921875
2018-05-10,74140.4140625
2018-05-11,73936.5078125
2018-05-14,73997.734375
2018-05-15,73866.6484375
2018-05-16,74132.421875
2018-05-17,73822.09375
2018-05-18,73471.8359375
2018-05-21,72378.671875
2018-05-22,73142.3671875
2018-05-23,73406.7734375
2018-05-24,72872.3203125
2018-05-25,73135.390625
2018-05-28,75309.6015625
2018-05-29,75636.2578125
2018-05-30,76324.7109375
2018-05-31,74984.5546875
2018-06-01,74108.1640625
2018-06-04,73743.5
2018-06-05,73085.125
2018-06-06,73547.3984375
2018-06-07,74681.015625
2018-06-08,75177.578125
2018-06-11,75651.4375
2018-06-12,74832.734375
2018-06-13,74305.3515625
2018-06-14,74603.921875
2018-06-15,74605.4609375
2018-06-18,73623.921875
2018-06-19,74109.0390625
2018-06-20,74136.640625
2018-06-21,74031.6640625
2018-06-22,74954.1953125
2018-06-25,74442.6328125
2018-06-26,74230.7890625
2018-06-27,73304.8515625
2018-06-28,72211.2890625
2018-06-29,74232.484375
2018-07-02,74453.6171875
2018-07-03,74712.4453125
2018-07-04,75145.859375
2018-07-05,74730.453125
2018-07-06,74353.9609375
2018-07-09,74757.78125
2018-07-10,75192.3359375
2018-07-11,75400.140625
2018-07-12,76843.109375
2018-07-13,76297.1640625
2018-07-16,73596.3828125
2018-07-17,73870.59375
2018-07-18,73121.46875
2018-07-19,73738.25
2018-07-20,76052.28125
2018-07-23,77012.75
2018-07-24,76859.6640625
2018-07-25,77434.7734375
2018-07-26,77866.4609375
2018-07-27,80060.2265625
2018-07-30,79140.3828125
2018-07-31,78703.671875
2018-08-01,78844.875
2018-08-02,77702.828125
2018-08-03,77806.140625
2018-08-06,76234.8359375
2018-08-07,76540.109375
2018-08-08,75994.71875
2018-08-09,75345.3203125
2018-08-10,73599.2109375
2018-08-13,72627.6015625
2018-08-14,73188.609375
2018-08-16,72539.1171875
2018-08-17,73117.171875
2018-08-20,74122.640625
2018-08-21,73861.9375
2018-08-23,73935.890625
2018-08-24,73442.5234375
2018-08-27,73537.6953125
2018-08-28,72689.9921875
2018-08-29,72659.7578125
2018-08-30,72592.75
2018-08-31,73393.796875
2018-09-03,72414.375
2018-09-04,70421.578125
2018-09-05,69750.75
2018-09-06,70224.9296875
2018-09-07,70642.703125
2018-09-10,69903.6328125
2018-09-11,69172.9765625
2018-09-12,68552.1484375
2018-09-14,69643.671875
2018-09-17,69185.640625
2018-09-18,68143.6640625
2018-09-19,67203.8203125
2018-09-21,66173.703125
2018-09-24,64015.9140625
2018-09-25,65218.203125
2018-09-26,65751.4921875
2018-09-27,63653.8828125
2018-09-28,63054.7578125
2018-10-01,62486.75390625
2018-10-03,62598.94140625
2018-10-04,61077.0625
2018-10-05,60500.43359375
2018-10-08,60598.27734375
2018-10-09,61467.19921875
2018-10-10,63432.5546875
2018-10-11,62885.16015625
2018-10-12,63431.3203125
2018-10-15,62065.3359375
2018-10-16,62672.4609375
2018-10-17,61570.86328125
2018-10-19,61437.99609375
2018-10-22,61675.0546875
2018-10-23,61195.8828125
2018-10-24,61816.875
2018-10-25,60837.81640625
2018-10-26,62516.98828125
2018-10-29,63385.58984375
2018-10-30,63759.2734375
2018-10-31,63947.05859375
2018-11-01,64188.484375
2018-11-02,65912.3515625
2018-11-05,65588.15625
2018-11-06,64603.546875
2018-11-07,65004.34765625
2018-11-09,65777.828125
2018-11-12,64645.6328125
2018-11-13,65259.3359375
2018-11-14,64985.51171875
2018-11-15,65222.375
2018-11-16,65192.71875
2018-11-19,65627.328125
2018-11-20,65462.92578125
2018-11-21,66751.5859375
2018-11-22,67032.390625
2018-11-26,67618.703125
2018-11-27,67992.015625
2018-11-28,68207.1640625
2018-11-29,67709.0859375
2018-11-30,66759.3671875
2018-12-03,66125.59375
2018-12-04,65566.3046875
2018-12-05,64728.74609375
2018-12-06,64213.9609375
2018-12-07,65017.11328125
2018-12-10,63817.1640625
2018-12-11,65608.8984375
2018-12-12,67566.9375
2018-12-13,66889.75
2018-12-14,65770.8515625
2018-12-17,65810.625
2018-12-18,66986.8671875
2018-12-19,68737.2890625
2018-12-20,68462.4296875
2018-12-21,66433.953125
2018-12-24,65555.2890625
2018-12-26,66747.0625
2018-12-27,66119.1640625
2018-12-28,66466.7890625
2018-12-31,66414.9609375
2019-01-01,66233.0390625
2019-01-02,66068.75
2019-01-03,66249.9453125
2019-01-04,66036.6796875
2019-01-07,66408.875
2019-01-08,65874.8203125
2019-01-09,65508.4140625
2019-01-10,66133.40625
2019-01-11,66367.9375
2019-01-14,66086.15625
2019-01-15,65632.59375
2019-01-16,65429.94140625
2019-01-17,65243.140625
2019-01-18,65180.66796875
2019-01-21,65563.671875
2019-01-22,64704.55859375
2019-01-23,65510.09375
2019-01-24,64350.734375
2019-01-25,63377.28125
2019-01-28,62027.859375
2019-01-29,61341.9453125
2019-01-30,60807.77734375
2019-01-31,60767.921875
2019-02-01,60754.52734375
2019-02-04,59397.0390625
2019-02-05,59493.953125
2019-02-06,59426.23046875
2019-02-07,58905.24609375
2019-02-08,55971.21875
2019-02-11,54874.87109375
2019-02-12,54884.58203125
2019-02-14,55823.3359375
2019-02-15,54670.8125
2019-02-18,53999.828125
2019-02-19,53769.5390625
2019-02-20,54330.0546875
2019-02-21,54248.21875
2019-02-22,54496.2421875
2019-02-25,54872.390625
2019-02-26,55479.95703125
2019-02-27,56382.125
2019-02-28,56359.125
2019-03-01,56646.21484375
2019-03-05,57175.8515625
2019-03-06,58071.3671875
2019-03-07,57350.859375
2019-03-08,56544.58984375
2019-03-11,57220.53125
2019-03-12,56687.7734375
2019-03-13,56929.30859375
2019-03-14,56678.30078125
2019-03-15,57122.56640625
2019-03-18,56948.296875
2019-03-19,56958.71484375
2019-03-20,56495.0078125
2019-03-22,56069.78125
2019-03-25,55532.859375
2019-03-26,55705.2890625
2019-03-27,56106.8671875
2019-03-28,55821.10546875
2019-04-01,59655.3203125
2019-04-02,59879.66015625
2019-04-03,59532.71484375
2019-04-04,59495.984375
2019-04-05,59749.8671875
2019-04-08,58423.2734375
2019-04-09,57153.99609375
2019-04-10,57005.8046875
2019-04-11,56983.15234375
2019-04-12,58021.15234375
2019-04-15,57656.41015625
2019-04-16,57565.3828125
2019-04-18,57323.546875
2019-04-22,56116.79296875
2019-04-23,56086.34765625
2019-04-24,55172.08203125
2019-04-25,54952.45703125
2019-04-26,53950.16015625
2019-04-30,52457.82421875
2019-05-02,51981.734375
2019-05-03,52661.98828125
2019-05-06,53362.96484375
2019-05-07,52497.1328125
2019-05-08,53660.32421875
2019-05-09,53971.1171875
2019-05-10,53491.3671875
2019-05-13,52623.1640625
2019-05-14,52839.42578125
2019-05-15,53106.6015625
2019-05-16,53238.5625
2019-05-17,53910.140625
2019-05-20,54298.4375
2019-05-21,54309.13671875
2019-05-22,54657.921875
2019-05-23,54354.953125
2019-05-24,56527.43359375
2019-05-27,56382.02734375
2019-05-28,55939.83984375
2019-05-29,55444.0625
2019-05-30,54718.8046875
2019-05-31,54797.97265625
2019-06-03,55529.09765625
2019-06-04,56897.42578125
2019-06-06,55334.10546875
2019-06-07,55127.56640625
2019-06-10,55124.64453125
2019-06-11,55722.05078125
2019-06-12,55238.62109375
2019-06-13,54307.9921875
2019-06-14,54242.359375
2019-06-17,54262.14453125
2019-06-18,54158.1328125
2019-06-19,54035.18359375
2019-06-20,54457.4765625
2019-06-21,54458.1640625
2019-06-24,54198.6875
2019-06-25,55083.34765625
2019-06-26,55620.61328125
2019-06-27,56024.36328125
2019-06-28,56131.109375
2019-07-01,56279.10546875
2019-07-02,56188.62890625
2019-07-03,56326.4921875
2019-07-04,56061.55078125
2019-07-05,55529.78515625
2019-07-08,54313.24609375
2019-07-09,54109.9375
2019-07-10,54730.3515625
2019-07-11,55689.1796875
2019-07-12,55600.734375
2019-07-15,55657.94921875
2019-07-16,56033.23046875
2019-07-17,55531.33203125
2019-07-18,55068.96484375
2019-07-19,53050.61328125
2019-07-22,53686.46484375
2019-07-23,53485.86328125
